,id,pac_name,date_of_deposit,amount,contributor,notes,relevant_amounts,source_docs,address,city,state,zip,address_full,occupation,type,employer,in_kind_description,lat,lng,accuracy
200,200,Florida Committee for Conservative Leade (PAC),1/14/15,2500,"BARRON COLLIER RESOURCES, LLLP",,,,2600 GOLDEN GATE PARKWAY,NAPLES,FL,34105,"2600 GOLDEN GATE PARKWAY, NAPLES, FL 34105",REAL ESTATE,,,,26.1726461,-81.7701435,
295,295,Florida Committee for Conservative Leade (PAC),1/14/15,5000,"FCCI SERVICES, INC.",,,,6300 UNIVERSITY PKWY,SARASOTA,FL,34240,"6300 UNIVERSITY PKWY, SARASOTA, FL 34240",INSURANCE,,,,27.3848447,-82.4356981,
293,293,Florida Committee for Conservative Leade (PAC),1/8/15,28,FCCI INSURANCE GROUP,,,,6300 UNIVERSITY PARKWAY,SARASOTA,FL,34240,"6300 UNIVERSITY PARKWAY, SARASOTA, FL 34240",INSURANCE,,,FOOD & BEVERAGE,27.3848447,-82.4356981,
564,564,Florida Committee for Conservative Leade (PAC),11/4/14,1000,SAWGRASS MUTUAL INSURANCE COMPANY,,,,"1000 SAWGRASS CORPORATE PKWY, STE 100",SUNRISE,FL,33323,"1000 SAWGRASS CORPORATE PKWY, STE 100, SUNRISE, FL 33323",INSURANCE,,,,26.1331983,-80.3319112,
553,553,Florida Committee for Conservative Leade (PAC),10/8/14,2500,"RESORTS WORLD MIAMI, LLC",,,,"1501 BISCAYNE BLVD., #500",MIAMI,FL,33132,"1501 BISCAYNE BLVD., #500, MIAMI, FL 33132",RESORTS,,,,25.7909756,-80.188086,
357,357,Florida Committee for Conservative Leade (PAC),10/8/14,1000,FLORIDA PODIATRY POLITICAL COMMITTEE,,,,225 2ND AVE. N,ST. PETERSBURG,FL,33701,"225 2ND AVE. N, ST. PETERSBURG, FL 33701",PC,,,,27.773903,-82.636258,
195,195,Florida Committee for Conservative Leade (PAC),10/8/14,1000,"AUTOMATED HEALTHCARE SOLUTIONS, LLC",,,,"2901 SW 149 AVENUE, #400",MIRAMAR,FL,33027,"2901 SW 149 AVENUE, #400, MIRAMAR, FL 33027",HEALTHCARE,,,,25.981929,-80.346215,
503,503,Florida Committee for Conservative Leade (PAC),10/8/14,2500,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",,,,931 FAIRFAX PARK,TUSCALOOSA,AL,35406,"931 FAIRFAX PARK, TUSCALOOSA, AL 35406",HEALTH CARE,,,,33.238603,-87.548377,
286,286,Florida Committee for Conservative Leade (PAC),10/8/14,2500,EVENT SUPPORT CORPORATION,,,,P. O. BOXS 2801,DAYTONA BEACH,FL,32120,"P. O. BOXS 2801, DAYTONA BEACH, FL 32120",EVENT PLANNING,,,,28.9491431,-81.2374338,
581,581,Florida Committee for Conservative Leade (PAC),10/1/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
592,592,Florida Committee for Conservative Leade (PAC),10/1/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
438,438,Florida Committee for Conservative Leade (PAC),10/1/14,2500,"HOPPING GREEN & SAMS, P.A.",,,,"119 SOUTH MONROE STREET, SUITE 300",TALLAHASSEE,FL,32314,"119 SOUTH MONROE STREET, SUITE 300, TALLAHASSEE, FL 32314",ATTORNEY,,,,30.4411786,-84.2801993,
244,244,Florida Committee for Conservative Leade (PAC),10/1/14,1000,COMMITTEE FOR SPECIAL PURPOSE GOVERNMENT STUDY,,,,"125 S. GADSDEN STREET, SUITE 300",TALLAHASSEE,FL,32301,"125 S. GADSDEN STREET, SUITE 300, TALLAHASSEE, FL 32301",PC,,,,30.4409276,-84.2780232,
166,166,Florida Committee for Conservative Leade (PAC),10/1/14,2500,AETNA INC.,,,,151 FARMINGTON AVENUE,HARTFORD,CT,6156,"151 FARMINGTON AVENUE, HARTFORD, CT 06156",HEALTH CARE,,,,41.766904,-72.692237,
528,528,Florida Committee for Conservative Leade (PAC),10/1/14,2500,PEOPLE'S TRUST PAC,,,,18 PEOPLE'S TRUST WAY,DEERFIELD BEACH,FL,33441,"18 PEOPLE'S TRUST WAY, DEERFIELD BEACH, FL 33441",POLITICAL COMMITTEE,,,,26.2973002,-80.1208733,
340,340,Florida Committee for Conservative Leade (PAC),10/1/14,500,FLORIDA MANUFACTURED HOUSING ASSOC. INC PAC,,,,"2958 WELLINGTON CIRCLE N, SUITE 100",TALLAHASSEE,FL,32309,"2958 WELLINGTON CIRCLE N, SUITE 100, TALLAHASSEE, FL 32309",POLITICAL COMMITTEE,,,,30.541977,-84.22338,
491,491,Florida Committee for Conservative Leade (PAC),10/1/14,5000,"MOSAIC FERTILIZER, LLC",cleaned based on address,,,"3033 CAMPUS DRIVE, SUITE E490",PLYMOUTH,MN,55441,"3033 CAMPUS DRIVE, SUITE E490, PLYMOUTH, MN 55441",AGRICULTURE,,,,45.0154671,-93.4546099,
485,485,Florida Committee for Conservative Leade (PAC),10/1/14,500,MITIGATION BANKING FOR FLORIDA'S FUTURE,Lori Killinger is registered agent,,,"315 CALHOUN ST., SUITE 830",TALLAHASSEE,FL,32301,"315 CALHOUN ST., SUITE 830, TALLAHASSEE, FL 32301",BANKING,,,,30.4393212,-84.2786941,
622,622,Florida Committee for Conservative Leade (PAC),10/1/14,500,THE FLORIDA VACATION RENTAL POLITICAL COMMITTEE,Lori Killinger is registered agent,,,"315 S CALHOUN STREET, SUITE 830",TALLAHASSEE,FL,32301,"315 S CALHOUN STREET, SUITE 830, TALLAHASSEE, FL 32301",POLITICAL COMMITTEE,,,,30.4393212,-84.2786941,
394,394,Florida Committee for Conservative Leade (PAC),10/1/14,2500,FTBA TRANSPORTATION PAC,,,,610 S. BOULEVARD,TAMPA,FL,33606,"610 S. BOULEVARD, TAMPA, FL 33606",POLITICAL COMMITTEE,,,,27.825173,-82.6421988,
242,242,Florida Committee for Conservative Leade (PAC),10/1/14,500,"COLODNY, FASS, TALENFELD, KARLINSKY, ABATE, WEBB, PA",,,,"ONE FINANCIAL PLAZA, 23RD FLOOR",FORT LAUDERDALE,FL,33394,"ONE FINANCIAL PLAZA, 23RD FLOOR, FORT LAUDERDALE, FL 33394",ATTORNEY,,,,26.1215101,-80.1398321,
509,509,Florida Committee for Conservative Leade (PAC),9/26/14,548.57,O'DOSKI RHETT,,,,115-1 EAST PARK AVENUE,TALLAHASSEE,FL,32301,"115-1 EAST PARK AVENUE, TALLAHASSEE, FL 32301",GOVERNMENT RELATIONS,,,EVENT EXPENSE-FOOD,30.4416,-84.281278,
672,672,Florida Committee for Conservative Leade (PAC),9/26/14,548.56,WHITIS DEREK,,,,3670 MOSSY CREEK LANE,TALLAHASSEE,FL,32311,"3670 MOSSY CREEK LANE, TALLAHASSEE, FL 32311",GOVERNMENT RELATIONS,,,EVENT EXPENSE-FOOD,30.3982594,-84.2166502,
511,511,Florida Committee for Conservative Leade (PAC),8/20/14,5000,OD-EYEPAC,,,,1029 MCKEAN CIRCLE,WINTER PARK,FL,32789,"1029 MCKEAN CIRCLE, WINTER PARK, FL 32789",PC,,,,28.6079606,-81.3459156,
510,510,Florida Committee for Conservative Leade (PAC),8/20/14,3500,OD-EYEPAC,,,,1029 MCKEAN CIRCLE,WINTER PARK,FL,32789,"1029 MCKEAN CIRCLE, WINTER PARK, FL 32789",PC,,,,28.6079606,-81.3459156,
349,349,Florida Committee for Conservative Leade (PAC),8/20/14,2500,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW AND ORDER PAC,cleaned based on address,,,300 EAST BREVARD ST.,TALLAHASSEE,FL,32301,"300 EAST BREVARD ST., TALLAHASSEE, FL 32301",PC,,,,30.449342,-84.2792625,
327,327,Florida Committee for Conservative Leade (PAC),8/20/14,1000,FLORIDA FRUIT & VEGETABLE ASSOC. PAC,,,,P.O. BOX 948153,MAITLAND,FL,32794,"P.O. BOX 948153, MAITLAND, FL 32794",PC,,,,-41.8920972,147.2531901,
582,582,Florida Committee for Conservative Leade (PAC),8/18/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
590,590,Florida Committee for Conservative Leade (PAC),8/18/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
498,498,Florida Committee for Conservative Leade (PAC),8/6/14,5000,NEWSOME MELTON,,,,"201 S. ORANGE AVE., STE 1500",ORLANDO,FL,32801,"201 S. ORANGE AVE., STE 1500, ORLANDO, FL 32801",ATTORNEY,,,,28.5400755,-81.3780508,
335,335,Florida Committee for Conservative Leade (PAC),8/6/14,5000,FLORIDA JUSTICE PAC,,,,218 SOUTH MONROE ST.,TALLAHASSEE,FL,32301,"218 SOUTH MONROE ST., TALLAHASSEE, FL 32301",PC,,,,30.4400328,-84.2810819,
163,163,Florida Committee for Conservative Leade (PAC),8/6/14,5000,ABRAHAMSON & UITERWYK,,,,2639 MCCORMICK DRIVE,CLEARWATER,FL,33759,"2639 MCCORMICK DRIVE, CLEARWATER, FL 33759",ATTORNEY,,,,27.9984791,-82.7267987,
468,468,Florida Committee for Conservative Leade (PAC),8/6/14,1000,LYKES BROS. INC.,,,,"400 NORTH TAMPA ST., #1900",TAMPA,FL,33602,"400 NORTH TAMPA ST., #1900, TAMPA, FL 33602",AGRICULTURE,,,,27.9477291,-82.4593309,
168,168,Florida Committee for Conservative Leade (PAC),7/24/14,2500,AGENTS FOR A BETTER FLORIDA,,,,P. O. BOX 13445,TALLAHASSEE,FL,32317,"P. O. BOX 13445, TALLAHASSEE, FL 32317",PC,,,,26.0909516,-80.3735682,
179,179,Florida Committee for Conservative Leade (PAC),7/17/14,3000,ANESTHESIOLOGY PAC,,,,9203 OAKFAIR DR.,TALLAHASSEE,FL,32317,"9203 OAKFAIR DR., TALLAHASSEE, FL 32317",PC,,,,30.4832561,-84.1218444,
387,387,Florida Committee for Conservative Leade (PAC),6/26/14,2500,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW AND ORDER PAC,cleaned based on address,,,300 EAST BREVARD STREET,TALLAHASSEE,FL,32301,"300 EAST BREVARD STREET, TALLAHASSEE, FL 32301",PC,,,,30.449342,-84.2792625,
595,595,Florida Committee for Conservative Leade (PAC),6/12/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",GARDEN GROVES CORP,,,,26.7546518,-80.9357057,
644,644,Florida Committee for Conservative Leade (PAC),6/12/14,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
474,474,Florida Committee for Conservative Leade (PAC),3/3/14,5000,MBF HEALTHCARE MANAGEMENT LLC,,,,"121 ALHAMBRA PLAZA, #1100",CORAL GABLES,FL,33134,"121 ALHAMBRA PLAZA, #1100, CORAL GABLES, FL 33134",HEALTHCARE,,,,25.7526597,-80.2572929,
296,296,Florida Committee for Conservative Leade (PAC),3/3/14,5000,"FCCI SERVICES, INC.",,,,6300 UNIVERSITY PKWY,SARASOTA,FL,34240,"6300 UNIVERSITY PKWY, SARASOTA, FL 34240",SERVICES,,,,27.3848447,-82.4356981,
566,566,Florida Committee for Conservative Leade (PAC),3/3/14,3000,SCHOOL DEVELOPMENT HC LLC,,,,6340 SUNSET DRIVE,MIAMI,FL,33143,"6340 SUNSET DRIVE, MIAMI, FL 33143",SCHOOL DEVELOPMENT,,,,25.7036924,-80.2970926,
577,577,Florida Committee for Conservative Leade (PAC),3/3/14,1000,SOUTHEAST MILK,,,,P. O. BOX 3790,BELLEVIEW,FL,34421,"P. O. BOX 3790, BELLEVIEW, FL 34421",DISTRIBUTOR,,,,-32.5659607,149.5854923,
632,632,Florida Committee for Conservative Leade (PAC),3/3/14,25000,"THE VOICE OF FLORIDA BUSINESS, PAC, INC.",,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
403,403,Florida Committee for Conservative Leade (PAC),2/28/14,2500,GOLD COAST BEVERAGE DISTRIBUTORS,,,,10065 NW 12TH STREET,DORAL,FL,33172,"10065 NW 12TH STREET, DORAL, FL 33172",DISTRIBUTORS,,,,25.7827492,-80.3586636,
476,476,Florida Committee for Conservative Leade (PAC),2/28/14,5000,"MCNA HEALTH CARE HOLDINGS, LLC",,,,"200 WEST CYPRESS CREEK ROAD, #500",FORT LAUDERDALE,FL,33309,"200 WEST CYPRESS CREEK ROAD, #500, FORT LAUDERDALE, FL 33309",HEALTHCARE,,,,26.2024626,-80.1495263,
611,611,Florida Committee for Conservative Leade (PAC),2/28/14,2000,"SUNCOAST BEVERAGE SALES, LTD.",,,,2996 HANSON ST.,FORT MYERS,FL,33916,"2996 HANSON ST., FORT MYERS, FL 33916",DISTRIBUTORS,,,,26.62197,-81.850447,
637,637,Florida Committee for Conservative Leade (PAC),2/28/14,10000,TREASURE COAST ALLIANCE,,,,"5730 CORPORATE WAY, #214",WEST PALM BEACH,FL,33407,"5730 CORPORATE WAY, #214, WEST PALM BEACH, FL 33407",POLITICAL COMMITTEE,,,,26.7627237,-80.0904983,
631,631,Florida Committee for Conservative Leade (PAC),2/28/14,10000,"THE VOICE OF FLORIDA BUSINESS, PAC, INC.",,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
512,512,Florida Committee for Conservative Leade (PAC),2/7/14,10000,OD-EYEPAC,,,,1029 MCKEAN CIRCLE,WINTER PARK,FL,32789,"1029 MCKEAN CIRCLE, WINTER PARK, FL 32789",PC,,,,28.6079606,-81.3459156,
591,591,Florida Committee for Conservative Leade (PAC),2/7/14,2500,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",PROCESSSING,,,,26.7546518,-80.9357057,
597,597,Florida Committee for Conservative Leade (PAC),2/7/14,2500,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",GROVES,,,,26.7546518,-80.9357057,
332,332,Florida Committee for Conservative Leade (PAC),1/27/14,1000,"FLORIDA INDEPENDENT SPIRITS ASSOCIATIONS, INC.",,,,210 S. MONROE ST.,TALLAHASSEE,FL,32301,"210 S. MONROE ST., TALLAHASSEE, FL 32301",DISTRIBUTORS,,,,30.4402338,-84.2810583,
211,211,Florida Committee for Conservative Leade (PAC),1/27/14,2000,"BERNIE LITTLE DISTRIBUTORS, INC.",,,,P. O. BOX 1128,EATON PARK,FL,33840,"P. O. BOX 1128, EATON PARK, FL 33840",DISTRIBUTORS,,,,41.404279,-81.877162,
458,458,Florida Committee for Conservative Leade (PAC),11/18/13,2000,"L.R.E GROUND SERVICES, INC.",,,,P. O. BOX 10263,BROOKSVILLE,FL,34603,"P. O. BOX 10263, BROOKSVILLE, FL 34603",FOUNDATION REPAIR,,,,28.5398729,-82.4058587,
313,313,Florida Committee for Conservative Leade (PAC),8/1/13,1300.66,FLORIDA COMMITTEE FOR CONSERVATIVE LEADERSHIP,,,,9203 OAKFAIR DRIVE,TALLAHASSEE,FL,32317,"9203 OAKFAIR DRIVE, TALLAHASSEE, FL 32317",CCE,,,,30.4832561,-84.1218444,
233,233,Florida Committee for Conservative Leade (CCE),10/19/12,5000,CITIZENS FOR HOUSING AND URBAN GROWTH,,,,101 SOUTH MONROE STREET,TALLAHASSEE,FL,32301,"101 SOUTH MONROE STREET, TALLAHASSEE, FL 32301",CCE,,,,30.441759,-84.2805016,
266,266,Florida Committee for Conservative Leade (CCE),8/21/12,5000,"DIEZ-ARGUELLES & TEJEDOR, P.A.",,,,505 N. MILLS AVE.,ORLANDO,FL,32803,"505 N. MILLS AVE., ORLANDO, FL 32803",ATTORNEY,,,,28.5497529,-81.3641804,
660,660,Florida Committee for Conservative Leade (CCE),8/15/12,1750,WALGREENS,,,,104 WILMOT RD. STOP 1444,DEERFIELD,IL,60015,"104 WILMOT RD. STOP 1444, DEERFIELD, IL 60015",PHARMACY,,,,42.154981,-87.86885,
661,661,Florida Committee for Conservative Leade (CCE),8/15/12,1750,WALGREENS,,,,104 WILMOT RD. STOP 1444,DEERFIELD,IL,60015,"104 WILMOT RD. STOP 1444, DEERFIELD, IL 60015",PHARMACY,,,,42.154981,-87.86885,
515,515,Florida Committee for Conservative Leade (CCE),8/15/12,2500,OLIVA CIGAR CO.,,,,13955 NW 60TH AVE.,MIAMI LAKES,FL,33014,"13955 NW 60TH AVE., MIAMI LAKES, FL 33014",CIGAR COMPANY,,,,25.9005457,-80.2974948,
177,177,Florida Committee for Conservative Leade (CCE),8/8/12,2500,"AMERICAN TRAFFIC SOLUTIONS, INC.",,,,7681 EAST GRAY ROAD,SCOTTSDALE,AZ,85260,"7681 EAST GRAY ROAD, SCOTTSDALE, AZ 85260",TRAFFIC SOLUTIONS,,,,33.611833,-111.914908,
382,382,Florida Committee for Conservative Leade (CCE),8/6/12,7500,FLORIDIANS FOR PRESERVING SIGHT,,,,101 S. MONROE STREET,TALLAHASSEE,FL,32301,"101 S. MONROE STREET, TALLAHASSEE, FL 32301",CCE,,,,30.441759,-84.2805016,
616,616,Florida Committee for Conservative Leade (CCE),8/6/12,7500,TEACHERS UNITED FOR BETTER SCHOOLS,,,,101 SOUTH MONROE STREET,TALLAHASSEE,FL,32301,"101 SOUTH MONROE STREET, TALLAHASSEE, FL 32301",CCE,,,,30.441759,-84.2805016,
232,232,Florida Committee for Conservative Leade (CCE),8/6/12,5000,CITIZENS FOR HOUSING AND URBAN GROWTH,,,,101 SOUTH MONROE STREET,TALLAHASSEE,FL,32301,"101 SOUTH MONROE STREET, TALLAHASSEE, FL 32301",CCE,,,,30.441759,-84.2805016,
336,336,Florida Committee for Conservative Leade (CCE),8/3/12,1000,FLORIDA JUSTICE PAC,,,,218 SOUTH MONROE ST.,TALLAHASSEE,FL,32301,"218 SOUTH MONROE ST., TALLAHASSEE, FL 32301",CCE,,,,30.4400328,-84.2810819,
326,326,Florida Committee for Conservative Leade (CCE),7/30/12,5000,FLORIDA FORWARD,,,,2640A MITCHAM DRIVE,TALLAHASSEE,FL,32308,"2640A MITCHAM DRIVE, TALLAHASSEE, FL 32308",CCE,,,,30.4587655,-84.2332011,
316,316,Florida Committee for Conservative Leade (CCE),7/30/12,2500,FLORIDA CRYSTALS CORPORATION,,,,626 NORTH DIXIE HIGHWAY,WEST PALM BEACH,FL,33401,"626 NORTH DIXIE HIGHWAY, WEST PALM BEACH, FL 33401",BUSINESS,,,,26.7187679,-80.0529231,
312,312,Florida Committee for Conservative Leade (CCE),7/30/12,10000,"FLORIDA CITRUS MUTUAL, CCE",,,,PO BOX 1809,LAKELAND,FL,33802,"PO BOX 1809, LAKELAND, FL 33802",CCE,,,,28.0462625,-81.9488769,
391,391,Florida Committee for Conservative Leade (CCE),7/19/12,5000,FRF POLITICAL ACTION COMMITTEE,,,,227 S. ADAMS STREET,TALLAHASSEE,FL,32301,"227 S. ADAMS STREET, TALLAHASSEE, FL 32301",CCE,,,,30.440103,-84.281377,
490,490,Florida Committee for Conservative Leade (CCE),7/19/12,5000,"MOSAIC FERTILIZER, LLC",cleaned based on address,,,"3033 CAMPUS DRIVE, SUITE E490",PLYMOUTH,MN,55441,"3033 CAMPUS DRIVE, SUITE E490, PLYMOUTH, MN 55441",FERTILIZER,,,,45.0154671,-93.4546099,
345,345,Florida Committee for Conservative Leade (CCE),7/16/12,5000,FLORIDA OPTOMETRIC CCE,,,,626 BELVEDERE ROAD,WEST PALM BEACH,FL,33405,"626 BELVEDERE ROAD, WEST PALM BEACH, FL 33405",CCE,,,,26.690105,-80.0577768,
309,309,Florida Committee for Conservative Leade (CCE),6/29/12,5000,FLORIDA CATTLE PAC,,,,P. O. BOX 421929,KISSIMMEE,FL,34742,"P. O. BOX 421929, KISSIMMEE, FL 34742",CCE,,,,28.2836225,-81.4089597,
585,585,Florida Committee for Conservative Leade (CCE),6/18/12,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",NURSERY,,,,26.7546518,-80.9357057,
594,594,Florida Committee for Conservative Leade (CCE),6/18/12,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",NURSERY,,,,26.7546518,-80.9357057,
245,245,Florida Committee for Conservative Leade (CCE),6/15/12,2000,COMMITTEE OF FLORIDA AGENTS,,,,P. O. BOX 13445,TALLAHASSEE,FL,32317,"P. O. BOX 13445, TALLAHASSEE, FL 32317",CCE,,,,26.0909516,-80.3735682,
265,265,Florida Committee for Conservative Leade (CCE),5/29/12,500,"DAVID SINGLETARY INSURANCE, INC.",,,,305 NORTH 6TH AVENUE,WAUCHULA,FL,33873,"305 NORTH 6TH AVENUE, WAUCHULA, FL 33873",INSURANCE,,,,27.5503627,-81.812633,
173,173,Florida Committee for Conservative Leade (CCE),5/7/12,2500,"ALBRITTON, JR. BENNY",,,,P. O. BOX 266,WAUCHULA,FL,33873,"P. O. BOX 266, WAUCHULA, FL 33873",LEGISLATOR,,,,27.5359925,-81.8189637,
448,448,Florida Committee for Conservative Leade (CCE),11/12/10,5000,JOHNSON JON,,,,1402 WHITE STAR LANE,TALLAHASSEE,FL,32312,"1402 WHITE STAR LANE, TALLAHASSEE, FL 32312",GOVT. RELATIONS,,,,30.5554974,-84.2538058,
586,586,Florida Committee for Conservative Leade (CCE),11/4/10,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
593,593,Florida Committee for Conservative Leade (CCE),11/4/10,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",CITRUS,,,,26.7546518,-80.9357057,
650,650,Florida Committee for Conservative Leade (CCE),10/27/10,5000,"UNIVERSAL CITY DEVELOPMENT PARTNERS, LTD.",,,,1000 UNIVERSAL STUDIOS PLAZA,ORLANDO,FL,32819,"1000 UNIVERSAL STUDIOS PLAZA, ORLANDO, FL 32819",DEVELOPMENT,,,,28.4772511,-81.473606,
375,375,Florida Committee for Conservative Leade (CCE),10/27/10,2000,FLORIDA THOROUGHBRED BREEDERS PAC,,,,801 S.W. 60TH AVENUE,OCALA,FL,34474,"801 S.W. 60TH AVENUE, OCALA, FL 34474",POLITICAL ORG.,,,,29.1787295,-82.2179371,
587,587,Florida Committee for Conservative Leade (CCE),10/16/10,10000,United States Sugar Corporation,,,,111 Ponce de Leon Ave,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
310,310,Florida Committee for Conservative Leade (CCE),10/12/10,2500,FLORIDA CATTLE PAC,,,,P. O. BOX 421929,KISSIMMEE,FL,34742,"P. O. BOX 421929, KISSIMMEE, FL 34742",POLITICAL ORG.,,,,28.2836225,-81.4089597,
350,350,Florida Committee for Conservative Leade (CCE),9/30/10,10000,"FLORIDA PHOSPHATE COUNCIL, INC.",,,,"215 S. MONROE STREET, #730",TALLAHASSEE,FL,32301,"215 S. MONROE STREET, #730, TALLAHASSEE, FL 32301",PHOSPHATE,,,,35.2119466,-101.8421735,
526,526,Florida Committee for Conservative Leade (CCE),9/3/10,2000,"PEACE RIVER CITRUS PRODUCTS, INC.",,,,P. O. BOX 730,ARCADIA,FL,34265,"P. O. BOX 730, ARCADIA, FL 34265",CITRUS,,,,37.3304173,-121.8886616,
607,607,Florida Committee for Conservative Leade (CCE),6/4/10,1500,"STORY CITRUS SERVICES, INC.",,,,P. O. BOX 1063,BABSON PARK,FL,33827,"P. O. BOX 1063, BABSON PARK, FL 33827",CITRUS,,,,27.8322489,-81.5269216,
493,493,Florida Committee for Conservative Leade (CCE),6/1/10,5000,MYERS III C. B.,,,,1277 BRIGGS ROAD,BABSON PARK,FL,33827,"1277 BRIGGS ROAD, BABSON PARK, FL 33827",ATTORNEY,,,,27.83805,-81.552496,
431,431,Florida Committee for Conservative Leade (CCE),2/20/04,5000,HEWLETT PACKARD,,,,FINANCIAL SERVICES CENTER     P. O. BOX 2810,COLORADO SPRINGS,CO,80901,"FINANCIAL SERVICES CENTER     P. O. BOX 2810, COLORADO SPRINGS, CO 80901",MANUFACTURING,,,,38.861469,-104.857828,
401,401,Florida Committee for Conservative Leade (CCE),11/12/03,300,GILLEY JANICE E.,,,,address missing,,,,address missing,GOVMENTAL CONSULTANT,,,,,,
239,239,Florida Committee for Conservative Leade (CCE),10/22/03,740,COLEY DAVID,,,,5130 PRESIDENTS CIRCLE,MARIANNA,FL,32446,"5130 PRESIDENTS CIRCLE, MARIANNA, FL 32446",CONSULTANT,,,,30.755681,-85.167952,
257,257,Florida Committee for Conservative Leade (CCE),10/15/03,971.92,CURRY PRINTING,,,,P. O. BOX 2272,PANAMA CITY,FL,32402,"P. O. BOX 2272, PANAMA CITY, FL 32402",PRINTING CO.,,,,8.9852976,-79.5234149,
339,339,Florida Committee for Conservative Leade (CCE),10/7/03,10000,FLORIDA MANUFACTURED HOUSING ASSOC. INC PAC,,,,2958 WELLINGTON CIRCLE N.     SUITE 100,TALLAHASSEE,FL,32309,"2958 WELLINGTON CIRCLE N.     SUITE 100, TALLAHASSEE, FL 32309",PAC,,,,30.541977,-84.22338,
359,359,Florida Committee for Conservative Leade (CCE),9/5/03,5000,FLORIDA POLICE BENEVOLENT ASSN. INC. JUSTICE PAC,,,,P O BOX 11239,TALLAHASSEE,FL,32302,"P O BOX 11239, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
318,318,Florida Committee for Conservative Leade (CCE),8/28/03,2500,FLORIDA DENTAL POLITICAL ACTION COMMITTEE-FLADPAC,,,,1111 E. TENNESSEE STREET,TALLAHASSEE,FL,32308,"1111 E. TENNESSEE STREET, TALLAHASSEE, FL 32308",PAC,,,,30.4463906,-84.2647542,
518,518,Florida Committee for Conservative Leade (CCE),5/29/03,10000,ORANGE LAKE RESORT COALITION,,,,8505 W. IRLO BRONSON MEM. PKWY,KISSIMMEE,FL,34747,"8505 W. IRLO BRONSON MEM. PKWY, KISSIMMEE, FL 34747",RESORT/COUNTRY CLUB,,,,28.347994,-81.6239362,
175,175,Florida Committee for Conservative Leade (CCE),5/27/03,5000,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,,,,11222 QUAIL ROOST DRIVE,MIAMI,FL,33157,"11222 QUAIL ROOST DRIVE, MIAMI, FL 33157",INSURANCE,,,,25.5945939,-80.373637,
487,487,Florida Committee for Conservative Leade (CCE),5/14/03,1500,MIXON & ASSOCIATES,,,,217 S. ADAMS STREET,TALLAHASSEE,FL,32301,"217 S. ADAMS STREET, TALLAHASSEE, FL 32301",GOVERNMENTAL CONSULT,,,,30.440073,-84.2817208,
